,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_hundred,new_vaccinations,people_vaccinated_per_hundred,population_density,median_age,aged_70_older,extreme_poverty,population,cardiovasc_death_rate,diabetes_prevalence,human_development_index
36029,BEL,Europe,Belgium,2022-05-15,4128746.0,26107.0,31594.0,64.0,354648.03,2242.52,2713.838,5.497,33907239.0,2920.163,25255269.0,9242974.0,9145690.0,78.46,15.0,79.3,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36030,BEL,Europe,Belgium,2022-05-16,4128746.0,0.0,31594.0,0.0,354648.03,0.0,2713.838,0.0,33926976.0,2921.863,25255747.0,9243032.0,9145725.0,78.46,478.0,79.3,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36031,BEL,Europe,Belgium,2022-05-17,4128746.0,0.0,31594.0,0.0,354648.03,0.0,2713.838,0.0,33947619.0,2923.641,25256880.0,9243109.0,9145820.0,78.47,1133.0,79.3,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36032,BEL,Europe,Belgium,2022-05-18,4128746.0,0.0,31594.0,0.0,354648.03,0.0,2713.838,0.0,33965071.0,2925.144,25259830.0,9243385.0,9146107.0,78.47,2950.0,79.3,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36033,BEL,Europe,Belgium,2022-05-19,4128746.0,0.0,31594.0,0.0,354648.03,0.0,2713.838,0.0,33980418.0,2926.465,25263113.0,9243503.0,9146227.0,78.47,3283.0,79.3,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36034,BEL,Europe,Belgium,2022-05-20,4128746.0,0.0,31594.0,0.0,354648.03,0.0,2713.838,0.0,33995546.0,2927.768,25265546.0,9243686.0,9146439.0,78.47,2433.0,79.3,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36035,BEL,Europe,Belgium,2022-05-21,4128746.0,0.0,31594.0,0.0,354648.03,0.0,2713.838,0.0,34005903.0,2928.66,25267321.0,9243914.0,9146680.0,78.47,1775.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36036,BEL,Europe,Belgium,2022-05-22,4145639.0,16893.0,31652.0,58.0,356099.1,1451.063,2718.82,4.982,34011863.0,2929.173,25267352.0,9243916.0,9146684.0,78.47,31.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36037,BEL,Europe,Belgium,2022-05-23,4145639.0,0.0,31652.0,0.0,356099.1,0.0,2718.82,0.0,34026866.0,2930.466,25268852.0,9244009.0,9146752.0,78.47,1500.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36038,BEL,Europe,Belgium,2022-05-24,4145639.0,0.0,31652.0,0.0,356099.1,0.0,2718.82,0.0,34042113.0,2931.779,25277388.0,9244136.0,9146896.0,78.47,8536.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36039,BEL,Europe,Belgium,2022-05-25,4145639.0,0.0,31652.0,0.0,356099.1,0.0,2718.82,0.0,34055000.0,2932.888,25287131.0,9244330.0,9147128.0,78.48,9743.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36040,BEL,Europe,Belgium,2022-05-26,4145639.0,0.0,31652.0,0.0,356099.1,0.0,2718.82,0.0,34060464.0,2933.359,25287469.0,9244332.0,9147131.0,78.48,338.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36041,BEL,Europe,Belgium,2022-05-27,4145639.0,0.0,31652.0,0.0,356099.1,0.0,2718.82,0.0,34071607.0,2934.319,25289935.0,9244420.0,9147245.0,78.48,2466.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36042,BEL,Europe,Belgium,2022-05-28,4145639.0,0.0,31652.0,0.0,356099.1,0.0,2718.82,0.0,34080099.0,2935.05,25291541.0,9244595.0,9147482.0,78.48,1606.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36045,BEL,Europe,Belgium,2022-05-31,4155098.0,0.0,31700.0,0.0,356911.6,0.0,2722.944,0.0,34114432.0,2938.007,25320823.0,9244779.0,9147732.0,78.48,20244.0,79.31,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36046,BEL,Europe,Belgium,2022-06-01,4155098.0,0.0,31700.0,0.0,356911.6,0.0,2722.944,0.0,34127404.0,2939.124,25342380.0,9245144.0,9148115.0,78.48,21557.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36047,BEL,Europe,Belgium,2022-06-02,4155098.0,0.0,31700.0,0.0,356911.6,0.0,2722.944,0.0,34139257.0,2940.145,25359962.0,9245251.0,9148227.0,78.49,17582.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36048,BEL,Europe,Belgium,2022-06-03,4155098.0,0.0,31700.0,0.0,356911.6,0.0,2722.944,0.0,34151332.0,2941.185,25371018.0,9245410.0,9148434.0,78.49,11056.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36049,BEL,Europe,Belgium,2022-06-04,4155098.0,0.0,31700.0,0.0,356911.6,0.0,2722.944,0.0,34159851.0,2941.918,25374459.0,9245570.0,9148622.0,78.49,3441.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36050,BEL,Europe,Belgium,2022-06-05,4166219.0,11121.0,31743.0,43.0,357866.84,955.264,2726.637,3.694,34164537.0,2942.322,25374949.0,9245572.0,9148623.0,78.49,490.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36051,BEL,Europe,Belgium,2022-06-06,4166219.0,0.0,31743.0,0.0,357866.84,0.0,2726.637,0.0,34170461.0,2942.832,25376335.0,9245578.0,9148627.0,78.49,1386.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36052,BEL,Europe,Belgium,2022-06-07,4166219.0,0.0,31743.0,0.0,357866.84,0.0,2726.637,0.0,34184523.0,2944.043,25397303.0,9245655.0,9148745.0,78.49,20968.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36053,BEL,Europe,Belgium,2022-06-08,4166219.0,0.0,31743.0,0.0,357866.84,0.0,2726.637,0.0,34198135.0,2945.216,25421240.0,9245818.0,9148966.0,78.49,23937.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36054,BEL,Europe,Belgium,2022-06-09,4166219.0,0.0,31743.0,0.0,357866.84,0.0,2726.637,0.0,34210149.0,2946.25,25440474.0,9245886.0,9149090.0,78.49,19234.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36055,BEL,Europe,Belgium,2022-06-10,4166219.0,0.0,31743.0,0.0,357866.84,0.0,2726.637,0.0,34223072.0,2947.363,25454670.0,9246004.0,9149257.0,78.49,14196.0,79.32,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36056,BEL,Europe,Belgium,2022-06-11,4166219.0,0.0,31743.0,0.0,357866.84,0.0,2726.637,0.0,34231481.0,2948.087,25460455.0,9246148.0,9149488.0,78.5,5785.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36057,BEL,Europe,Belgium,2022-06-12,4179512.0,13293.0,31787.0,44.0,359008.7,1141.832,2730.417,3.779,34235575.0,2948.44,25461261.0,9246152.0,9149491.0,78.5,806.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36058,BEL,Europe,Belgium,2022-06-13,4179512.0,0.0,31787.0,0.0,359008.7,0.0,2730.417,0.0,34249135.0,2949.608,25468751.0,9246207.0,9149593.0,78.5,7490.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36059,BEL,Europe,Belgium,2022-06-14,4179512.0,0.0,31787.0,0.0,359008.7,0.0,2730.417,0.0,34263394.0,2950.836,25481000.0,9246268.0,9149712.0,78.5,12249.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36060,BEL,Europe,Belgium,2022-06-15,4179512.0,0.0,31787.0,0.0,359008.7,0.0,2730.417,0.0,34276648.0,2951.977,25500512.0,9246408.0,9150038.0,78.5,19512.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36061,BEL,Europe,Belgium,2022-06-16,4179512.0,0.0,31787.0,0.0,359008.7,0.0,2730.417,0.0,34289463.0,2953.081,25513523.0,9246461.0,9150131.0,78.5,13011.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36062,BEL,Europe,Belgium,2022-06-17,4179512.0,0.0,31787.0,0.0,359008.7,0.0,2730.417,0.0,34302432.0,2954.198,25522886.0,9246562.0,9150264.0,78.5,9363.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36063,BEL,Europe,Belgium,2022-06-18,4179512.0,0.0,31787.0,0.0,359008.7,0.0,2730.417,0.0,34310862.0,2954.924,25528854.0,9246654.0,9150479.0,78.5,5968.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
36064,BEL,Europe,Belgium,2022-06-19,4198983.0,19471.0,31825.0,38.0,360681.2,1672.506,2733.681,3.264,34315605.0,2955.332,25530252.0,9246656.0,9150488.0,78.51,1398.0,79.33,375.564,41.8,12.849,0.2,11655923,114.898,4.29,0.931
43953,BOL,South America,Bolivia,2021-02-23,240676.0,0.0,11390.0,0.0,19928.203,0.0,943.103,0.0,685334.0,56.735,11331.0,10301.0,1030.0,0.01,820.0,0.08,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43954,BOL,South America,Bolivia,2021-02-24,240676.0,0.0,11390.0,0.0,19928.203,0.0,943.103,0.0,694711.0,57.512,12935.0,10301.0,2634.0,0.02,1604.0,0.08,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43955,BOL,South America,Bolivia,2021-02-25,240676.0,0.0,11390.0,0.0,19928.203,0.0,943.103,0.0,703072.0,58.204,18609.0,11979.0,6630.0,0.05,5674.0,0.1,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43965,BOL,South America,Bolivia,2021-03-07,253297.0,5406.0,11789.0,180.0,20973.234,447.622,976.14,14.904,759972.0,62.914,106905.0,97120.0,9785.0,0.08,723.0,0.79,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43966,BOL,South America,Bolivia,2021-03-08,253297.0,0.0,11789.0,0.0,20973.234,0.0,976.14,0.0,762968.0,63.162,112066.0,102236.0,9830.0,0.08,5161.0,0.84,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43967,BOL,South America,Bolivia,2021-03-09,253297.0,0.0,11789.0,0.0,20973.234,0.0,976.14,0.0,768887.0,63.652,119080.0,109210.0,9870.0,0.08,7014.0,0.89,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43968,BOL,South America,Bolivia,2021-03-10,253297.0,0.0,11789.0,0.0,20973.234,0.0,976.14,0.0,774762.0,64.139,126889.0,117011.0,9878.0,0.08,7809.0,0.96,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43969,BOL,South America,Bolivia,2021-03-11,253297.0,0.0,11789.0,0.0,20973.234,0.0,976.14,0.0,781968.0,64.735,132286.0,122348.0,9938.0,0.08,5397.0,1.0,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43970,BOL,South America,Bolivia,2021-03-12,253297.0,0.0,11789.0,0.0,20973.234,0.0,976.14,0.0,791477.0,65.522,137150.0,127199.0,9951.0,0.08,4864.0,1.04,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43971,BOL,South America,Bolivia,2021-03-13,253297.0,0.0,11789.0,0.0,20973.234,0.0,976.14,0.0,796414.0,65.931,137787.0,127836.0,9951.0,0.08,637.0,1.05,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43972,BOL,South America,Bolivia,2021-03-14,258324.0,5027.0,11903.0,114.0,21389.475,416.24,985.58,9.439,801056.0,66.315,138218.0,128267.0,9951.0,0.08,431.0,1.05,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43973,BOL,South America,Bolivia,2021-03-15,258324.0,0.0,11903.0,0.0,21389.475,0.0,985.58,0.0,808106.0,66.899,141810.0,131814.0,9996.0,0.08,3592.0,1.08,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43974,BOL,South America,Bolivia,2021-03-16,258324.0,0.0,11903.0,0.0,21389.475,0.0,985.58,0.0,815269.0,67.492,146039.0,136032.0,10007.0,0.08,4229.0,1.11,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43975,BOL,South America,Bolivia,2021-03-17,258324.0,0.0,11903.0,0.0,21389.475,0.0,985.58,0.0,823385.0,68.164,150593.0,140532.0,10061.0,0.08,4554.0,1.15,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43976,BOL,South America,Bolivia,2021-03-18,258324.0,0.0,11903.0,0.0,21389.475,0.0,985.58,0.0,830088.0,68.719,155945.0,144816.0,11129.0,0.09,5352.0,1.18,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43977,BOL,South America,Bolivia,2021-03-19,258324.0,0.0,11903.0,0.0,21389.475,0.0,985.58,0.0,836571.0,69.256,166984.0,150045.0,16939.0,0.14,11039.0,1.23,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43978,BOL,South America,Bolivia,2021-03-20,258324.0,0.0,11903.0,0.0,21389.475,0.0,985.58,0.0,840710.0,69.598,169058.0,150486.0,18572.0,0.15,2074.0,1.23,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43979,BOL,South America,Bolivia,2021-03-21,263808.0,5484.0,12041.0,138.0,21843.555,454.08,997.006,11.427,842892.0,69.779,170320.0,150818.0,19502.0,0.16,1262.0,1.23,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43980,BOL,South America,Bolivia,2021-03-22,263808.0,0.0,12041.0,0.0,21843.555,0.0,997.006,0.0,849766.0,70.348,182030.0,153795.0,28235.0,0.23,11710.0,1.26,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43981,BOL,South America,Bolivia,2021-03-23,263808.0,0.0,12041.0,0.0,21843.555,0.0,997.006,0.0,856947.0,70.942,198399.0,156257.0,42142.0,0.34,16369.0,1.28,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43982,BOL,South America,Bolivia,2021-03-24,263808.0,0.0,12041.0,0.0,21843.555,0.0,997.006,0.0,864691.0,71.584,218496.0,161199.0,57297.0,0.47,20097.0,1.32,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43983,BOL,South America,Bolivia,2021-03-25,263808.0,0.0,12041.0,0.0,21843.555,0.0,997.006,0.0,871336.0,72.134,238178.0,166737.0,71441.0,0.58,19682.0,1.36,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43984,BOL,South America,Bolivia,2021-03-26,263808.0,0.0,12041.0,0.0,21843.555,0.0,997.006,0.0,879078.0,72.775,259171.0,173264.0,85907.0,0.7,20993.0,1.42,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43985,BOL,South America,Bolivia,2021-03-27,263808.0,0.0,12041.0,0.0,21843.555,0.0,997.006,0.0,882960.0,73.096,263114.0,174799.0,88315.0,0.72,3943.0,1.43,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43986,BOL,South America,Bolivia,2021-03-28,268711.0,4903.0,12143.0,102.0,22249.527,405.973,1005.452,8.446,886578.0,73.395,263887.0,175169.0,88718.0,0.73,773.0,1.43,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43987,BOL,South America,Bolivia,2021-03-29,268711.0,0.0,12143.0,0.0,22249.527,0.0,1005.452,0.0,890588.0,73.727,275810.0,180484.0,95326.0,0.78,11923.0,1.48,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43988,BOL,South America,Bolivia,2021-03-30,268711.0,0.0,12143.0,0.0,22249.527,0.0,1005.452,0.0,898336.0,74.369,289327.0,186961.0,102366.0,0.84,13517.0,1.53,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43989,BOL,South America,Bolivia,2021-03-31,268711.0,0.0,12143.0,0.0,22249.527,0.0,1005.452,0.0,906353.0,75.033,304185.0,194880.0,109305.0,0.89,14858.0,1.59,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43990,BOL,South America,Bolivia,2021-04-01,268711.0,0.0,12143.0,0.0,22249.527,0.0,1005.452,0.0,914294.0,75.69,318115.0,203103.0,115012.0,0.94,13930.0,1.66,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43991,BOL,South America,Bolivia,2021-04-02,268711.0,0.0,12143.0,0.0,22249.527,0.0,1005.452,0.0,918602.0,76.047,320065.0,204097.0,115968.0,0.95,1950.0,1.67,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43992,BOL,South America,Bolivia,2021-04-03,268711.0,0.0,12143.0,0.0,22249.527,0.0,1005.452,0.0,922810.0,76.395,321807.0,205115.0,116692.0,0.95,1742.0,1.68,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43993,BOL,South America,Bolivia,2021-04-04,273947.0,5236.0,12305.0,162.0,22683.074,433.546,1018.866,13.414,926806.0,76.726,323081.0,206003.0,117078.0,0.96,1274.0,1.69,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43994,BOL,South America,Bolivia,2021-04-05,273947.0,0.0,12305.0,0.0,22683.074,0.0,1018.866,0.0,930417.0,77.025,339633.0,215926.0,123707.0,1.01,16552.0,1.77,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43995,BOL,South America,Bolivia,2021-04-06,273947.0,0.0,12305.0,0.0,22683.074,0.0,1018.866,0.0,943338.0,78.094,357924.0,229556.0,128368.0,1.05,18291.0,1.88,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43996,BOL,South America,Bolivia,2021-04-07,273947.0,0.0,12305.0,0.0,22683.074,0.0,1018.866,0.0,952804.0,78.878,378455.0,245763.0,132692.0,1.09,20531.0,2.01,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43997,BOL,South America,Bolivia,2021-04-08,273947.0,0.0,12305.0,0.0,22683.074,0.0,1018.866,0.0,963560.0,79.768,400804.0,263732.0,137072.0,1.12,22349.0,2.16,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43998,BOL,South America,Bolivia,2021-04-09,273947.0,0.0,12305.0,0.0,22683.074,0.0,1018.866,0.0,975218.0,80.733,423842.0,282801.0,141041.0,1.15,23038.0,2.31,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
43999,BOL,South America,Bolivia,2021-04-10,273947.0,0.0,12305.0,0.0,22683.074,0.0,1018.866,0.0,982969.0,81.375,428502.0,287004.0,141498.0,1.16,4660.0,2.35,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44000,BOL,South America,Bolivia,2021-04-11,280649.0,6702.0,12428.0,123.0,23238.006,554.932,1029.05,10.185,990325.0,81.984,431018.0,289353.0,141665.0,1.16,2516.0,2.37,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44001,BOL,South America,Bolivia,2021-04-12,280649.0,0.0,12428.0,0.0,23238.006,0.0,1029.05,0.0,998144.0,82.631,447417.0,302991.0,144426.0,1.18,16399.0,2.48,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44002,BOL,South America,Bolivia,2021-04-13,280649.0,0.0,12428.0,0.0,23238.006,0.0,1029.05,0.0,1008464.0,83.486,465896.0,317701.0,148195.0,1.21,18479.0,2.6,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44003,BOL,South America,Bolivia,2021-04-14,280649.0,0.0,12428.0,0.0,23238.006,0.0,1029.05,0.0,1018002.0,84.275,486354.0,333137.0,153217.0,1.25,20458.0,2.73,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44004,BOL,South America,Bolivia,2021-04-15,280649.0,0.0,12428.0,0.0,23238.006,0.0,1029.05,0.0,1026263.0,84.959,507415.0,348595.0,158820.0,1.3,21061.0,2.85,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44005,BOL,South America,Bolivia,2021-04-16,280649.0,0.0,12428.0,0.0,23238.006,0.0,1029.05,0.0,1034559.0,85.646,530496.0,365333.0,165163.0,1.35,23081.0,2.99,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44006,BOL,South America,Bolivia,2021-04-17,280649.0,0.0,12428.0,0.0,23238.006,0.0,1029.05,0.0,1042795.0,86.328,536374.0,370483.0,165891.0,1.36,5878.0,3.03,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44007,BOL,South America,Bolivia,2021-04-18,287360.0,6711.0,12625.0,197.0,23793.684,555.677,1045.362,16.312,1046838.0,86.663,539230.0,373139.0,166091.0,1.36,2856.0,3.05,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44008,BOL,South America,Bolivia,2021-04-19,287360.0,0.0,12625.0,0.0,23793.684,0.0,1045.362,0.0,1057345.0,87.532,557394.0,385889.0,171505.0,1.4,18164.0,3.16,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44009,BOL,South America,Bolivia,2021-04-20,287360.0,0.0,12625.0,0.0,23793.684,0.0,1045.362,0.0,1069125.0,88.508,577211.0,400087.0,177124.0,1.45,19817.0,3.27,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44010,BOL,South America,Bolivia,2021-04-21,287360.0,0.0,12625.0,0.0,23793.684,0.0,1045.362,0.0,1079927.0,89.402,596366.0,413643.0,182723.0,1.49,19155.0,3.38,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44011,BOL,South America,Bolivia,2021-04-22,287360.0,0.0,12625.0,0.0,23793.684,0.0,1045.362,0.0,1090254.0,90.257,619794.0,431138.0,188656.0,1.54,23428.0,3.53,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44012,BOL,South America,Bolivia,2021-04-23,287360.0,0.0,12625.0,0.0,23793.684,0.0,1045.362,0.0,1100753.0,91.126,647118.0,456643.0,190475.0,1.56,27324.0,3.74,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44013,BOL,South America,Bolivia,2021-04-24,287360.0,0.0,12625.0,0.0,23793.684,0.0,1045.362,0.0,1107442.0,91.68,656613.0,465823.0,190790.0,1.56,9495.0,3.81,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44014,BOL,South America,Bolivia,2021-04-25,295892.0,8532.0,12783.0,158.0,24500.14,706.458,1058.445,13.083,1113312.0,92.166,660610.0,469586.0,191024.0,1.56,3997.0,3.84,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44015,BOL,South America,Bolivia,2021-04-26,295892.0,0.0,12783.0,0.0,24500.14,0.0,1058.445,0.0,1119827.0,92.705,688654.0,490495.0,198159.0,1.62,28044.0,4.01,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44016,BOL,South America,Bolivia,2021-04-27,295892.0,0.0,12783.0,0.0,24500.14,0.0,1058.445,0.0,1130939.0,93.625,722946.0,516958.0,205988.0,1.69,34292.0,4.23,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44017,BOL,South America,Bolivia,2021-04-28,295892.0,0.0,12783.0,0.0,24500.14,0.0,1058.445,0.0,1142191.0,94.556,762044.0,547471.0,214573.0,1.76,39098.0,4.48,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44018,BOL,South America,Bolivia,2021-04-29,295892.0,0.0,12783.0,0.0,24500.14,0.0,1058.445,0.0,1156590.0,95.748,799322.0,576819.0,222503.0,1.82,37278.0,4.72,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44019,BOL,South America,Bolivia,2021-04-30,295892.0,0.0,12783.0,0.0,24500.14,0.0,1058.445,0.0,1170950.0,96.937,842642.0,610534.0,232108.0,1.9,43320.0,4.99,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44020,BOL,South America,Bolivia,2021-05-01,295892.0,0.0,12783.0,0.0,24500.14,0.0,1058.445,0.0,1178125.0,97.531,848149.0,614600.0,233549.0,1.91,5507.0,5.03,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44021,BOL,South America,Bolivia,2021-05-02,305594.0,9702.0,12975.0,192.0,25303.477,803.335,1074.342,15.898,1185401.0,98.134,851192.0,616436.0,234756.0,1.92,3043.0,5.04,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44022,BOL,South America,Bolivia,2021-05-03,305594.0,0.0,12975.0,0.0,25303.477,0.0,1074.342,0.0,1193066.0,98.768,878569.0,637694.0,240875.0,1.97,27377.0,5.22,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44023,BOL,South America,Bolivia,2021-05-04,305594.0,0.0,12975.0,0.0,25303.477,0.0,1074.342,0.0,1203400.0,99.624,909863.0,663041.0,246822.0,2.02,31294.0,5.42,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44024,BOL,South America,Bolivia,2021-05-05,305594.0,0.0,12975.0,0.0,25303.477,0.0,1074.342,0.0,1214697.0,100.559,941419.0,689633.0,251786.0,2.06,31556.0,5.64,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44025,BOL,South America,Bolivia,2021-05-06,305594.0,0.0,12975.0,0.0,25303.477,0.0,1074.342,0.0,1224334.0,101.357,966546.0,710240.0,256306.0,2.1,25127.0,5.81,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44026,BOL,South America,Bolivia,2021-05-07,305594.0,0.0,12975.0,0.0,25303.477,0.0,1074.342,0.0,1232795.0,102.057,990300.0,728194.0,262106.0,2.14,23754.0,5.96,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44027,BOL,South America,Bolivia,2021-05-08,305594.0,0.0,12975.0,0.0,25303.477,0.0,1074.342,0.0,1240687.0,102.71,997296.0,733305.0,263991.0,2.16,6996.0,6.0,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44028,BOL,South America,Bolivia,2021-05-09,316153.0,10559.0,13182.0,207.0,26177.771,874.295,1091.482,17.14,1246873.0,103.222,998818.0,734162.0,264656.0,2.17,1522.0,6.01,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44029,BOL,South America,Bolivia,2021-05-10,316153.0,0.0,13182.0,0.0,26177.771,0.0,1091.482,0.0,1253596.0,103.779,1010982.0,741659.0,269323.0,2.2,12164.0,6.07,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44030,BOL,South America,Bolivia,2021-05-11,316153.0,0.0,13182.0,0.0,26177.771,0.0,1091.482,0.0,1264792.0,104.706,1022419.0,748839.0,273580.0,2.24,11437.0,6.13,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44031,BOL,South America,Bolivia,2021-05-12,316153.0,0.0,13182.0,0.0,26177.771,0.0,1091.482,0.0,1275909.0,105.626,1031127.0,754525.0,276602.0,2.26,8708.0,6.17,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
44032,BOL,South America,Bolivia,2021-05-13,316153.0,0.0,13182.0,0.0,26177.771,0.0,1091.482,0.0,1287761.0,106.607,1056895.0,776914.0,279981.0,2.29,25768.0,6.36,10.202,25.4,4.393,7.1,12224114,204.299,6.89,0.718
