,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_hundred,new_vaccinations,people_vaccinated_per_hundred,population_density,median_age,aged_70_older,extreme_poverty,population,cardiovasc_death_rate,diabetes_prevalence,human_development_index
3758,ALB,Europe,Albania,2021-02-18,90835.0,0.0,1531.0,0.0,32124.246,0.0,541.446,0.0,406318.0,142.332,3049.0,2438.0,611.0,0.02,1348.0,0.09,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3840,ALB,Europe,Albania,2021-05-11,131577.0,0.0,2408.0,0.0,46532.855,0.0,851.601,0.0,643271.0,225.337,622507.0,440921.0,181586.0,6.39,9548.0,15.51,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3841,ALB,Europe,Albania,2021-05-12,131577.0,0.0,2408.0,0.0,46532.855,0.0,851.601,0.0,645978.0,226.285,632676.0,444755.0,187921.0,6.61,10169.0,15.65,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3842,ALB,Europe,Albania,2021-05-13,131577.0,0.0,2408.0,0.0,46532.855,0.0,851.601,0.0,648574.0,227.194,638338.0,445402.0,192936.0,6.79,5662.0,15.67,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3843,ALB,Europe,Albania,2021-05-14,131577.0,0.0,2408.0,0.0,46532.855,0.0,851.601,0.0,651538.0,228.233,653330.0,448571.0,204759.0,7.2,14992.0,15.78,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3847,ALB,Europe,Albania,2021-05-18,131939.0,0.0,2427.0,0.0,46660.88,0.0,858.321,0.0,662608.0,232.11,688947.0,460191.0,228756.0,8.05,8864.0,16.19,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3848,ALB,Europe,Albania,2021-05-19,131939.0,0.0,2427.0,0.0,46660.88,0.0,858.321,0.0,665659.0,233.179,697811.0,463402.0,234409.0,8.25,8864.0,16.3,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3849,ALB,Europe,Albania,2021-05-20,131939.0,0.0,2427.0,0.0,46660.88,0.0,858.321,0.0,668752.0,234.263,703743.0,466083.0,237660.0,8.36,5932.0,16.4,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3850,ALB,Europe,Albania,2021-05-21,131939.0,0.0,2427.0,0.0,46660.88,0.0,858.321,0.0,671919.0,235.372,708846.0,469169.0,239677.0,8.43,5103.0,16.51,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3853,ALB,Europe,Albania,2021-05-24,132153.0,0.0,2441.0,0.0,46736.562,0.0,863.272,0.0,680313.0,238.312,725135.0,475237.0,249898.0,8.79,8519.0,16.72,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3856,ALB,Europe,Albania,2021-05-27,132153.0,0.0,2441.0,0.0,46736.562,0.0,863.272,0.0,689507.0,241.533,759043.0,481788.0,277255.0,9.75,10057.0,16.95,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3860,ALB,Europe,Albania,2021-05-31,132285.0,0.0,2448.0,0.0,46783.242,0.0,865.747,0.0,700064.0,245.231,776461.0,486128.0,290333.0,10.21,4257.0,17.1,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3861,ALB,Europe,Albania,2021-06-01,132285.0,0.0,2448.0,0.0,46783.242,0.0,865.747,0.0,703725.0,246.514,780342.0,487078.0,293264.0,10.32,3881.0,17.14,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3867,ALB,Europe,Albania,2021-06-07,132372.0,0.0,2451.0,0.0,46814.01,0.0,866.808,0.0,720618.0,252.431,803682.0,493346.0,310336.0,10.92,5058.0,17.36,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3868,ALB,Europe,Albania,2021-06-08,132372.0,0.0,2451.0,0.0,46814.01,0.0,866.808,0.0,723490.0,253.437,809992.0,494437.0,315555.0,11.1,6310.0,17.4,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3869,ALB,Europe,Albania,2021-06-09,132372.0,0.0,2451.0,0.0,46814.01,0.0,866.808,0.0,726311.0,254.425,816556.0,496024.0,320532.0,11.28,6564.0,17.45,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3870,ALB,Europe,Albania,2021-06-10,132372.0,0.0,2451.0,0.0,46814.01,0.0,866.808,0.0,728959.0,255.353,823053.0,498437.0,324616.0,11.42,6497.0,17.54,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3871,ALB,Europe,Albania,2021-06-11,132372.0,0.0,2451.0,0.0,46814.01,0.0,866.808,0.0,731874.0,256.374,830281.0,501735.0,328546.0,11.56,7228.0,17.65,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3872,ALB,Europe,Albania,2021-06-12,132372.0,0.0,2451.0,0.0,46814.01,0.0,866.808,0.0,734790.0,257.396,834868.0,503721.0,331147.0,11.65,4587.0,17.72,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3873,ALB,Europe,Albania,2021-06-13,132437.0,65.0,2453.0,2.0,46837.0,22.988,867.516,0.707,737014.0,258.175,836430.0,504257.0,332173.0,11.69,1562.0,17.74,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3874,ALB,Europe,Albania,2021-06-14,132437.0,0.0,2453.0,0.0,46837.0,0.0,867.516,0.0,739632.0,259.092,842535.0,507764.0,334771.0,11.78,6105.0,17.86,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3876,ALB,Europe,Albania,2021-06-16,132437.0,0.0,2453.0,0.0,46837.0,0.0,867.516,0.0,742594.0,260.129,854227.0,509282.0,344945.0,12.14,5797.0,17.92,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3877,ALB,Europe,Albania,2021-06-17,132437.0,0.0,2453.0,0.0,46837.0,0.0,867.516,0.0,745215.0,261.048,862628.0,511175.0,351453.0,12.37,8401.0,17.98,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3881,ALB,Europe,Albania,2021-06-21,132484.0,0.0,2454.0,0.0,46853.62,0.0,867.869,0.0,754248.0,264.212,890052.0,519674.0,370378.0,13.03,9140.0,18.28,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3882,ALB,Europe,Albania,2021-06-22,132484.0,0.0,2454.0,0.0,46853.62,0.0,867.869,0.0,758312.0,265.635,901429.0,525800.0,375629.0,13.22,11377.0,18.5,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3883,ALB,Europe,Albania,2021-06-23,132484.0,0.0,2454.0,0.0,46853.62,0.0,867.869,0.0,760272.0,266.322,912874.0,532225.0,380649.0,13.39,11445.0,18.73,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3884,ALB,Europe,Albania,2021-06-24,132484.0,0.0,2454.0,0.0,46853.62,0.0,867.869,0.0,763075.0,267.304,922886.0,537018.0,385868.0,13.58,10012.0,18.89,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3889,ALB,Europe,Albania,2021-06-29,132506.0,0.0,2455.0,0.0,46861.402,0.0,868.223,0.0,775674.0,271.717,955498.0,556252.0,399246.0,14.05,12059.0,19.57,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3890,ALB,Europe,Albania,2021-06-30,132506.0,0.0,2455.0,0.0,46861.402,0.0,868.223,0.0,778812.0,272.817,968034.0,564530.0,403504.0,14.2,12536.0,19.86,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3891,ALB,Europe,Albania,2021-07-01,132506.0,0.0,2455.0,0.0,46861.402,0.0,868.223,0.0,782836.0,274.226,974486.0,567084.0,407402.0,14.33,6452.0,19.95,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3892,ALB,Europe,Albania,2021-07-02,132506.0,0.0,2455.0,0.0,46861.402,0.0,868.223,0.0,786349.0,275.457,981499.0,569352.0,412147.0,14.5,7013.0,20.03,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3895,ALB,Europe,Albania,2021-07-05,132526.0,0.0,2456.0,0.0,46868.473,0.0,868.577,0.0,792669.0,277.671,994081.0,574187.0,419894.0,14.77,5531.0,20.2,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3896,ALB,Europe,Albania,2021-07-06,132526.0,0.0,2456.0,0.0,46868.473,0.0,868.577,0.0,795576.0,278.689,1000063.0,576905.0,423158.0,14.89,5982.0,20.3,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3897,ALB,Europe,Albania,2021-07-07,132526.0,0.0,2456.0,0.0,46868.473,0.0,868.577,0.0,797583.0,279.392,1005663.0,579552.0,426111.0,14.99,5600.0,20.39,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3898,ALB,Europe,Albania,2021-07-08,132526.0,0.0,2456.0,0.0,46868.473,0.0,868.577,0.0,800563.0,280.436,1011297.0,582106.0,429191.0,15.1,5634.0,20.48,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3899,ALB,Europe,Albania,2021-07-09,132526.0,0.0,2456.0,0.0,46868.473,0.0,868.577,0.0,802671.0,281.174,1016554.0,584832.0,431722.0,15.19,5257.0,20.58,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3900,ALB,Europe,Albania,2021-07-10,132526.0,0.0,2456.0,0.0,46868.473,0.0,868.577,0.0,805741.0,282.25,1021408.0,587238.0,434170.0,15.28,4854.0,20.66,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3901,ALB,Europe,Albania,2021-07-11,132580.0,54.0,2456.0,0.0,46887.57,19.097,868.577,0.0,808780.0,283.314,1022802.0,587876.0,434926.0,15.3,1394.0,20.68,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3902,ALB,Europe,Albania,2021-07-12,132580.0,0.0,2456.0,0.0,46887.57,0.0,868.577,0.0,811438.0,284.245,1029234.0,590476.0,438758.0,15.44,6432.0,20.77,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3903,ALB,Europe,Albania,2021-07-13,132580.0,0.0,2456.0,0.0,46887.57,0.0,868.577,0.0,813353.0,284.916,1035667.0,592502.0,443165.0,15.59,6433.0,20.85,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3905,ALB,Europe,Albania,2021-07-15,132580.0,0.0,2456.0,0.0,46887.57,0.0,868.577,0.0,817404.0,286.335,1052108.0,596977.0,455131.0,16.01,8609.0,21.0,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3906,ALB,Europe,Albania,2021-07-16,132580.0,0.0,2456.0,0.0,46887.57,0.0,868.577,0.0,821025.0,287.604,1060042.0,599387.0,460655.0,16.21,7934.0,21.09,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3907,ALB,Europe,Albania,2021-07-17,132580.0,0.0,2456.0,0.0,46887.57,0.0,868.577,0.0,823456.0,288.455,1067135.0,601701.0,465434.0,16.38,7093.0,21.17,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3908,ALB,Europe,Albania,2021-07-18,132647.0,67.0,2456.0,0.0,46911.266,23.695,868.577,0.0,825907.0,289.314,1069365.0,602460.0,466905.0,16.43,2230.0,21.2,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3911,ALB,Europe,Albania,2021-07-21,132647.0,0.0,2456.0,0.0,46911.266,0.0,868.577,0.0,831949.0,291.43,1095453.0,616592.0,478861.0,16.85,13029.0,21.69,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3920,ALB,Europe,Albania,2021-07-30,132828.0,0.0,2456.0,0.0,46975.277,0.0,868.577,0.0,857412.0,300.35,1190847.0,665632.0,525215.0,18.48,11078.0,23.42,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3921,ALB,Europe,Albania,2021-07-31,132828.0,0.0,2456.0,0.0,46975.277,0.0,868.577,0.0,861096.0,301.64,1198933.0,670215.0,528718.0,18.6,8086.0,23.58,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3922,ALB,Europe,Albania,2021-08-01,133036.0,208.0,2457.0,1.0,47048.84,73.56,868.93,0.354,863664.0,302.54,1203087.0,672765.0,530322.0,18.66,4154.0,23.67,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3923,ALB,Europe,Albania,2021-08-02,133036.0,0.0,2457.0,0.0,47048.84,0.0,868.93,0.0,867426.0,303.858,1212761.0,677938.0,534823.0,18.82,9674.0,23.85,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3924,ALB,Europe,Albania,2021-08-03,133036.0,0.0,2457.0,0.0,47048.84,0.0,868.93,0.0,871897.0,305.424,1221640.0,683052.0,538588.0,18.95,8879.0,24.03,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3925,ALB,Europe,Albania,2021-08-04,133036.0,0.0,2457.0,0.0,47048.84,0.0,868.93,0.0,875496.0,306.685,1229405.0,687768.0,541637.0,19.06,7765.0,24.2,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3926,ALB,Europe,Albania,2021-08-05,133036.0,0.0,2457.0,0.0,47048.84,0.0,868.93,0.0,879097.0,307.946,1238036.0,693000.0,545036.0,19.18,8631.0,24.38,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3937,ALB,Europe,Albania,2021-08-16,135140.0,0.0,2461.0,0.0,47792.93,0.0,870.345,0.0,925986.0,324.371,1330754.0,757938.0,572816.0,20.15,9556.0,26.67,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3938,ALB,Europe,Albania,2021-08-17,135140.0,0.0,2461.0,0.0,47792.93,0.0,870.345,0.0,931121.0,326.17,1340339.0,764997.0,575342.0,20.24,9585.0,26.91,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3943,ALB,Europe,Albania,2021-08-22,138132.0,2992.0,2475.0,14.0,48851.062,1058.136,875.296,4.951,962478.0,337.154,1376763.0,787510.0,589253.0,20.73,3414.0,27.71,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3944,ALB,Europe,Albania,2021-08-23,138132.0,0.0,2475.0,0.0,48851.062,0.0,875.296,0.0,966507.0,338.566,1386713.0,792663.0,594050.0,20.9,9950.0,27.89,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3945,ALB,Europe,Albania,2021-08-24,138132.0,0.0,2475.0,0.0,48851.062,0.0,875.296,0.0,971525.0,340.324,1396390.0,797441.0,598949.0,21.07,9677.0,28.06,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3946,ALB,Europe,Albania,2021-08-25,138132.0,0.0,2475.0,0.0,48851.062,0.0,875.296,0.0,979250.0,343.03,1405653.0,802394.0,603259.0,21.22,9263.0,28.23,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3947,ALB,Europe,Albania,2021-08-26,138132.0,0.0,2475.0,0.0,48851.062,0.0,875.296,0.0,985869.0,345.348,1415907.0,807368.0,608539.0,21.41,10254.0,28.41,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3948,ALB,Europe,Albania,2021-08-27,138132.0,0.0,2475.0,0.0,48851.062,0.0,875.296,0.0,992053.0,347.514,1427977.0,812555.0,615422.0,21.65,12070.0,28.59,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3951,ALB,Europe,Albania,2021-08-30,143174.0,0.0,2487.0,0.0,50634.19,0.0,879.54,0.0,1006108.0,352.438,1458048.0,824170.0,633878.0,22.3,13284.0,29.0,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3952,ALB,Europe,Albania,2021-08-31,143174.0,0.0,2487.0,0.0,50634.19,0.0,879.54,0.0,1013364.0,354.98,1472316.0,830396.0,641920.0,22.58,14268.0,29.22,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3953,ALB,Europe,Albania,2021-09-01,143174.0,0.0,2487.0,0.0,50634.19,0.0,879.54,0.0,1019088.0,356.985,1485250.0,836613.0,648637.0,22.82,12934.0,29.43,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3954,ALB,Europe,Albania,2021-09-02,143174.0,0.0,2487.0,0.0,50634.19,0.0,879.54,0.0,1024725.0,358.959,1499898.0,844304.0,655594.0,23.07,14648.0,29.7,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3959,ALB,Europe,Albania,2021-09-07,149117.0,0.0,2508.0,0.0,52735.965,0.0,886.967,0.0,1052502.0,368.69,1553626.0,872116.0,681510.0,23.98,14394.0,30.68,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3960,ALB,Europe,Albania,2021-09-08,149117.0,0.0,2508.0,0.0,52735.965,0.0,886.967,0.0,1059234.0,371.048,1567313.0,879459.0,687854.0,24.2,13687.0,30.94,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3961,ALB,Europe,Albania,2021-09-09,149117.0,0.0,2508.0,0.0,52735.965,0.0,886.967,0.0,1065046.0,373.084,1579402.0,885981.0,693421.0,24.4,12089.0,31.17,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3962,ALB,Europe,Albania,2021-09-10,149117.0,0.0,2508.0,0.0,52735.965,0.0,886.967,0.0,1071354.0,375.293,1589575.0,890978.0,698597.0,24.58,10173.0,31.35,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3963,ALB,Europe,Albania,2021-09-11,149117.0,0.0,2508.0,0.0,52735.965,0.0,886.967,0.0,1076611.0,377.135,1598196.0,895363.0,702833.0,24.73,8621.0,31.5,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3964,ALB,Europe,Albania,2021-09-12,155293.0,6176.0,2535.0,27.0,54920.137,2184.173,896.515,9.549,1080945.0,378.653,1601552.0,896926.0,704626.0,24.79,3356.0,31.56,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3965,ALB,Europe,Albania,2021-09-13,155293.0,0.0,2535.0,0.0,54920.137,0.0,896.515,0.0,1084444.0,379.879,1610157.0,900814.0,709343.0,24.96,8605.0,31.69,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3966,ALB,Europe,Albania,2021-09-14,155293.0,0.0,2535.0,0.0,54920.137,0.0,896.515,0.0,1090057.0,381.845,1618111.0,904594.0,713517.0,25.1,7954.0,31.83,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3967,ALB,Europe,Albania,2021-09-15,155293.0,0.0,2535.0,0.0,54920.137,0.0,896.515,0.0,1095537.0,383.765,1625636.0,908232.0,717404.0,25.24,7525.0,31.95,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3968,ALB,Europe,Albania,2021-09-16,155293.0,0.0,2535.0,0.0,54920.137,0.0,896.515,0.0,1101260.0,385.769,1632986.0,911372.0,721614.0,25.39,7350.0,32.06,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3969,ALB,Europe,Albania,2021-09-17,155293.0,0.0,2535.0,0.0,54920.137,0.0,896.515,0.0,1106366.0,387.558,1640239.0,914401.0,725838.0,25.54,7253.0,32.17,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3972,ALB,Europe,Albania,2021-09-20,161324.0,0.0,2569.0,0.0,57053.027,0.0,908.54,0.0,1119238.0,392.067,1657595.0,921001.0,736594.0,25.92,7711.0,32.4,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3973,ALB,Europe,Albania,2021-09-21,161324.0,0.0,2569.0,0.0,57053.027,0.0,908.54,0.0,1124413.0,393.88,1665590.0,923771.0,741819.0,26.1,7995.0,32.5,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3974,ALB,Europe,Albania,2021-09-22,161324.0,0.0,2569.0,0.0,57053.027,0.0,908.54,0.0,1129957.0,395.822,1674093.0,926652.0,747441.0,26.3,8503.0,32.6,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3975,ALB,Europe,Albania,2021-09-23,161324.0,0.0,2569.0,0.0,57053.027,0.0,908.54,0.0,1134962.0,397.575,1683644.0,929624.0,754020.0,26.53,9551.0,32.71,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3976,ALB,Europe,Albania,2021-09-24,161324.0,0.0,2569.0,0.0,57053.027,0.0,908.54,0.0,1140112.0,399.379,1693555.0,932595.0,760960.0,26.77,9911.0,32.81,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3980,ALB,Europe,Albania,2021-09-28,166690.0,0.0,2619.0,0.0,58950.742,0.0,926.222,0.0,1153676.0,404.131,1723996.0,941418.0,782578.0,27.53,8863.0,33.12,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3981,ALB,Europe,Albania,2021-09-29,166690.0,0.0,2619.0,0.0,58950.742,0.0,926.222,0.0,1157613.0,405.51,1732549.0,944011.0,788538.0,27.74,8553.0,33.21,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3982,ALB,Europe,Albania,2021-09-30,166690.0,0.0,2619.0,0.0,58950.742,0.0,926.222,0.0,1162448.0,407.204,1741373.0,946495.0,794878.0,27.97,8824.0,33.3,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3983,ALB,Europe,Albania,2021-10-01,166690.0,0.0,2619.0,0.0,58950.742,0.0,926.222,0.0,1166587.0,408.653,1749106.0,948553.0,800553.0,28.17,7733.0,33.37,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3984,ALB,Europe,Albania,2021-10-02,166690.0,0.0,2619.0,0.0,58950.742,0.0,926.222,0.0,1170866.0,410.152,1756040.0,950620.0,805420.0,28.34,6934.0,33.45,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3987,ALB,Europe,Albania,2021-10-05,170778.0,0.0,2705.0,0.0,60396.484,0.0,956.637,0.0,1180032.0,413.363,1771542.0,955083.0,816459.0,28.73,6828.0,33.6,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3988,ALB,Europe,Albania,2021-10-06,170778.0,0.0,2705.0,0.0,60396.484,0.0,956.637,0.0,1183840.0,414.697,1778093.0,957147.0,820946.0,28.88,6551.0,33.67,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3989,ALB,Europe,Albania,2021-10-07,170778.0,0.0,2705.0,0.0,60396.484,0.0,956.637,0.0,1187796.0,416.083,1783984.0,958874.0,825110.0,29.03,5891.0,33.74,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3990,ALB,Europe,Albania,2021-10-08,170778.0,0.0,2705.0,0.0,60396.484,0.0,956.637,0.0,1191296.0,417.309,1789592.0,960652.0,828940.0,29.16,5608.0,33.8,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3991,ALB,Europe,Albania,2021-10-09,170778.0,0.0,2705.0,0.0,60396.484,0.0,956.637,0.0,1194540.0,418.445,1795351.0,962281.0,833070.0,29.31,5759.0,33.86,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3994,ALB,Europe,Albania,2021-10-12,174168.0,0.0,2753.0,0.0,61595.37,0.0,973.612,0.0,1202978.0,421.401,1810433.0,968117.0,842316.0,29.63,6634.0,34.06,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
3995,ALB,Europe,Albania,2021-10-13,174168.0,0.0,2753.0,0.0,61595.37,0.0,973.612,0.0,1206052.0,422.478,1816580.0,970703.0,845877.0,29.76,6147.0,34.15,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4000,ALB,Europe,Albania,2021-10-18,177108.0,0.0,2807.0,0.0,62635.117,0.0,992.709,0.0,1219427.0,427.163,1842661.0,982467.0,860194.0,30.26,5805.0,34.57,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4001,ALB,Europe,Albania,2021-10-19,177108.0,0.0,2807.0,0.0,62635.117,0.0,992.709,0.0,1223140.0,428.464,1848634.0,985320.0,863314.0,30.37,5973.0,34.67,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4002,ALB,Europe,Albania,2021-10-20,177108.0,0.0,2807.0,0.0,62635.117,0.0,992.709,0.0,1227074.0,429.842,1854615.0,988414.0,866201.0,30.48,5981.0,34.77,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4003,ALB,Europe,Albania,2021-10-21,177108.0,0.0,2807.0,0.0,62635.117,0.0,992.709,0.0,1230751.0,431.13,1860335.0,991371.0,868964.0,30.57,5720.0,34.88,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4004,ALB,Europe,Albania,2021-10-22,177108.0,0.0,2807.0,0.0,62635.117,0.0,992.709,0.0,1233931.0,432.244,1865942.0,994446.0,871496.0,30.66,5607.0,34.99,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4007,ALB,Europe,Albania,2021-10-25,180623.0,0.0,2863.0,0.0,63878.215,0.0,1012.514,0.0,1243500.0,435.596,1879391.0,1000993.0,878398.0,30.9,5488.0,35.22,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4010,ALB,Europe,Albania,2021-10-28,180623.0,0.0,2863.0,0.0,63878.215,0.0,1012.514,0.0,1254773.0,439.545,1896652.0,1011039.0,885613.0,31.16,5611.0,35.57,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4011,ALB,Europe,Albania,2021-10-29,180623.0,0.0,2863.0,0.0,63878.215,0.0,1012.514,0.0,1258746.0,440.937,1901824.0,1013959.0,887865.0,31.24,5172.0,35.67,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4020,ALB,Europe,Albania,2021-11-07,187994.0,3654.0,2948.0,39.0,66485.01,1292.255,1042.575,13.793,1286189.0,450.55,1947148.0,1032457.0,905876.0,31.87,2472.0,36.32,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4023,ALB,Europe,Albania,2021-11-10,187994.0,0.0,2948.0,0.0,66485.01,0.0,1042.575,0.0,1295139.0,453.685,1971973.0,1040015.0,913524.0,32.14,8614.0,36.59,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4024,ALB,Europe,Albania,2021-11-11,187994.0,0.0,2948.0,0.0,66485.01,0.0,1042.575,0.0,1298369.0,454.816,1980231.0,1042227.0,916432.0,32.24,8258.0,36.67,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4030,ALB,Europe,Albania,2021-11-17,192013.0,0.0,2983.0,0.0,67906.34,0.0,1054.953,0.0,1316686.0,461.233,2025561.0,1053553.0,933630.0,32.85,8607.0,37.07,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4031,ALB,Europe,Albania,2021-11-18,192013.0,0.0,2983.0,0.0,67906.34,0.0,1054.953,0.0,1319650.0,462.271,2033766.0,1055690.0,936539.0,32.95,8205.0,37.14,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4049,ALB,Europe,Albania,2021-12-06,201045.0,0.0,3108.0,0.0,71100.555,0.0,1099.16,0.0,1351785.0,473.528,2151065.0,1087187.0,978333.0,34.42,9202.0,38.25,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4050,ALB,Europe,Albania,2021-12-07,201045.0,0.0,3108.0,0.0,71100.555,0.0,1099.16,0.0,1354578.0,474.506,2161198.0,1090591.0,981170.0,34.52,10133.0,38.37,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
4056,ALB,Europe,Albania,2021-12-13,203215.0,0.0,3130.0,0.0,71867.984,0.0,1106.94,0.0,1362953.0,477.44,2206089.0,1105501.0,995500.0,35.02,9944.0,38.89,104.871,38.0,8.643,1.1,2842318,304.195,10.08,0.795
